Index,Department,Physical,Bio,Food,Sports.Science,Day,Starting.Time,Ending.Time,Number.of.Credits,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,General,Special,Semester.Half,Lecturer.in.charge,Lecture.Time
982,Sports Science,0,0,0,1,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Sp. Event Management,SSM 463 2.0,SSM,SSM 463 2.0 Sp. Event Management,4,NFC6,Lecture,0,1,1,Mr. A.L.K.R. Fernando / Ms. M.H. Kumaragamage,08:00-09:45
985,Sports Science,0,0,0,1,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Dietetics,SSM 403 2.0,SSM,SSM 403 2.0 Dietetics,4,NFC6,Lecture,0,1,1,Dr. S. Weerasinghe,10:15-12:00
988,Sports Science,0,0,0,1,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,2,Coaching Ed.,SSM 481 2.0,SSM,SSM 481 2.0 Coaching Ed.,4,NFC6,Lecture,0,1,1,Mrs. A.M.G.C.P. Adikari,13:00-14:00
991,Sports Science,0,0,0,1,Saturday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,3,FMSA of Ball Games Volleyball,SSM 190 3.0,SSM,SSM 190 3.0  FMSA of Ball Games Volleyball,1,O,Lecture,0,1,1,Mr. Udayantha Shaminda / Mr. L.H.M.P. De Silva,08:00-12:00
994,Sports Science,0,0,0,1,Saturday,1970-01-01T13:00:00Z,1970-01-01T17:00:00Z,1,Introduction to IT,SSM 110 1.0,SSM,SSM 110 1.0  Introduction to IT,1,O,Lecture,0,1,1,Mr. P.H.A.B. Shantha / Mr. Chameera Ginige,13:00-17:00
997,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Techniques in Molecular Biology and Genetic Engineering,GMB 105 2.0,GMB,GMB 105 2.0 Techniques in Molecular Biology and Genetic Engineering,1,B3,Lecture,1,0,1,Dr. Kasun Thambugala / Dr. Dilakshini Dayananda,10:15-12:00
1000,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Fundamentals of Molecular genetics,GMB 103 2.0,GMB,GMB 103 2.0 Fundamentals of Molecular genetics,1,B3,Lecture,1,0,1,Dr. Hiruni Harischandra,10:15-12:00
1003,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,GMB P,GMB,GMB P Practicals,1,P,Practicals,1,0,1,NA,13:00-16:00
1006,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Genomics and Proteomics,GMB 203 1.0,GMB,GMB 203 1.0 Genomics and Proteomics,2,F2,Lecture,1,0,1,Dr. Samawansha Thennakoon,10:15-11:05
1009,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Gene Expression and Regulation,GMB 205 1.0,GMB,GMB 205 1.0 Gene Expression and Regulation,2,F2,Lecture,1,0,1,Dr. Pamoda Jayathunga,11:10-12:00
1012,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Microbes and Microbial Genetics,GMB 204 2.0,GMB,GMB 204 2.0 Microbes and Microbial Genetics,2,B3,Lecture,1,0,1,Dr. Kasun Thambugala,08:00-09:45
1015,Genetics and Molecular Biology Unit,0,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,GMB P,GMB,GMB P Practicals,2,P,Practicals,1,0,1,NA,08:55-12:00
1018,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,2,Immunology,GMB 302 2.0,GMB,GMB 302 2.0 Immunology,3,NA,Lecture,1,0,1,Dr. Varuni Gunathilake,08:00-08:50
1021,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,1,Human Genetics and Counseling,GMB 318 1.0,GMB,GMB 318 1.0 Human Genetics and Counseling,3,A1,Lecture,1,0,1,Dr. Gayani Galhena,08:55-12:00
1024,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Advanced  Laboratory  Techniques,GMB 337 1.0,GMB,GMB 337 1.0 Advanced  Laboratory  Techniques,3,C2,Lecture,0,1,1,Dr. Pamoda Jayathunga,13:00-15:00
1027,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,GMB P,GMB,GMB P Practicals,3,P,Practicals,1,1,1,NA,08:55-12:00
1030,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Research Methodology,GMB 320 2.0,GMB,GMB 320 2.0 Research Methodology,3,B3,Lecture,0,1,1,Prof. Upul Subasinghe,15:00-17:00
1033,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Molecular Modeling and Computer Biochemistry,GMB 321 1.0,GMB,GMB 321 1.0 Molecular Modeling and Computer Biochemistry,3,A1,Lecture,1,0,1,Dr. Ranga Jayakody,08:00-09:45
1036,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Protein Engineering,GMB 323 2.0,GMB,GMB 323 2.0 Protein Engineering,3,B3,Lecture,1,0,1,Dr. Pamoda Jayathunga,10:15-12:00
1039,Genetics and Molecular Biology Unit,0,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Epigenetics,GMB 342 1.0,GMB,GMB 342 1.0 Epigenetics,3,NA,Lecture,0,1,1,Dr. Chanika Jayasinghe,08:00-09:45
1042,Genetics and Molecular Biology Unit,0,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,2,RNA Biology,GMB 322 2.0,GMB,GMB 322 2.0 RNA Biology,3,F2,Lecture,1,0,1,Dr. Dilantha Gunawardena / Dr. Dilakshini Dayananda,13:00-14:00
1045,Genetics and Molecular Biology Unit,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Molecular Entomology,GMB 326 2.0,GMB,GMB 326 2.0 Molecular Entomology,3,B3,Lecture,1,0,1,Prof. Nissanka de Silva,13:00-15:00
1048,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,2,Molecular Immunology,GMB 404 2.0,GMB,GMB 404 2.0  Molecular Immunology,4,NA,Lecture,0,1,1,Dr. Varuni Gunathilake,08:00-08:50
1051,Genetics and Molecular Biology Unit,0,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,2,Molecular Evolution,GMB 416 2.0,GMB,GMB 416 2.0 Molecular Evolution,4,B3,Lecture,0,1,1,Dr. Sachini Fernando,13:00-16:00
1054,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Systems Biology,GMB 417 2.0,GMB,GMB 417 2.0 Systems Biology,4,A1,Lecture,0,1,1,Dr. Samawansha Thennakoon,10:15-12:00
1057,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Neurobiology,GMB 408 2.0,GMB,GMB 408 2.0 Neurobiology,4,B2,Lecture,0,1,1,Mr. WHMDNB Wijekoon / Mr. Buddika Lakmal Gonawala,13:00-15:00
1060,Genetics and Molecular Biology Unit,0,1,0,0,Saturday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,2,Molecular Basis of Diseases,GMB 414 2.0,GMB,GMB 414 2.0  Molecular Basis of Diseases,4,B3,Lecture,0,1,1,Prof. Dinithi Peiris,08:55-11:05
1063,Computer Science,1,0,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Software Engineering II,ICT 131 2.0,ICT,ICT 131 2.0 Software Engineering II,1,NFC6,Lecture,1,0,1,Ms. MKA Ariyaratne,10:15-12:00
1066,Computer Science,1,0,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Computer Programming - Laboratory II,ICT 130 1.0,ICT,ICT 130 1.0 Computer Programming - Laboratory II,1,BLC,Lecture,1,0,1,Dr. S Tissera / Ms. FS Sourjah,08:00-09:45
1069,Computer Science,1,0,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,NA,Practicals,ICT P,ICT,ICT P   Practicals,1,P,Practicals,1,0,1,NA,10:15-12:00
1072,Computer Science,1,0,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,NA,Tutorial,ICT T,ICT,ICT T Tutorial,1,T,Tutorial,1,0,1,NA,13:00-15:00
1075,Computer Science,1,0,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Object Oriented Programming,ICT 129 2.0,ICT,ICT 129 2.0 Object Oriented Programming,1,NFC3,Lecture,1,0,1,Dr. S Tissera,13:00-15:00
1078,Computer Science,1,0,0,0,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,ICT P,ICT,ICT P   Practicals,2,P,Practicals,1,0,1,NA,14:00-16:00
1081,Computer Science,1,0,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,1.5,Visual Computing,ICT 231 1.5,ICT,ICT 231 1.5  Visual Computing,2,NFC4,Lecture,1,0,1,Mr. AMRR Bandara,15:00-17:00
1084,Computer Science,1,0,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1.5,Computer Networks and System Administration,ICT 230 1.5,ICT,ICT 230 1.5  Computer Networks and System Administration,2,PLT,Lecture,1,0,1,Mr. AMRR Bandara,08:00-09:45
1087,Computer Science,1,0,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,User Interface Design and Implementation,ICT 229 2.0,ICT,ICT 229 2.0 User Interface Design and Implementation,2,NFC3,Lecture,1,0,1,Dr. PRS De Silva,10:15-12:00
1090,Computer Science,1,0,0,0,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,2,Software Architecture and Design,ICT 330 2.0,ICT,ICT 330 2.0 Software Architecture and Design,3,NFC3,Lecture,1,0,1,Dr. EATA Edirisuriya,14:00-16:00
1093,Computer Science,1,0,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1.5,Data Mining and Data Warehousing,ICT 333 1.5,ICT,ICT 333 1.5 Data Mining and Data Warehousing,3,NFC3,Lecture,1,0,1,Dr. TMKK Jinasena,10:15-12:00
1096,Computer Science,1,0,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1.5,Software Quality Assurance,ICT 331 1.5,ICT,ICT 331 1.5 Software Quality Assurance,3,NFC3,Lecture,1,0,1,Ms. FS Sourjah,10:15-12:00
1099,Computer Science,1,0,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1.5,Human Computer Interaction,ICT 332 1.5,ICT,ICT 332 1.5 Human Computer Interaction,3,LCS2,Lecture,1,0,1,Dr. PRS De Silva,13:00-15:00
1102,Mathematics,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Principles of Macro Economics,MAN 126 2.0,MAN,MAN 126 2.0 Principles of Macro Economics,1,C1,Lecture,1,0,1,Dr. Kamal Gnanaweera,10:15-12:00
1105,Mathematics,1,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Introduction to Entrepreneurship,MAN 129 2.0,MAN,MAN 129 2.0 Introduction to Entrepreneurship,1,PLT,Lecture,1,0,1,Dr. Kamal Gnanaweera,13:00-15:00
1108,Mathematics,1,1,0,0,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Introduction to Statistics,MAN 128 1.0,MAN,MAN 128 1.0 Introduction to Statistics,1,PLT,Lecture,1,0,1,Mr. Chammika De Mel,08:00-08:50
1111,Mathematics,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Organizational Behaviour,MAN 226 2.0,MAN,MAN 226 2.0 Organizational Behaviour,2,PLT,Lecture,1,0,1,Dr. Anuradha Iddagoda,10:15-12:00
1114,Mathematics,1,1,0,0,Monday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,1,Business Law,MAN 228 1.0,MAN,MAN 228 1.0 Business Law,2,NFC3,Lecture,1,0,1,VL,16:00-17:45
1117,Mathematics,1,1,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Statistical Quality Control and Industrial Statistics,MAN 227 2.0,MAN,MAN 227 2.0 Statistical Quality Control and Industrial Statistics,2,A1,Lecture,1,0,1,Dr. Anoma Edirimanna,10:15-12:00
1120,Mathematics,1,1,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Micro Computers and their Applications,MAN 327 2.0,MAN,MAN 327 2.0 Micro Computers and their Applications,3,C1,Lecture,1,0,1,Dr. Mahesh Fernando,10:15-12:00
1123,Mathematics,1,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Strategic Management,MAN 329 1.0,MAN,MAN 329 1.0 Strategic Management,3,PLT,Lecture,1,0,1,Dr. Anuradha Iddagoda,13:00-14:00
1126,Mathematics,1,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,1,Production Control,MAN 326 1.0,MAN,MAN 326 1.0 Production Control,3,PLT,Lecture,1,0,1,Ms. Chathurika Jayasuriya,15:00-16:00
1129,Mathematics,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Research Methodology,MAN 328 2.0,MAN,MAN 328 2.0 Research Methodology,3,C1,Lecture,1,0,1,Dr. Kamal Gnanaweera,10:15-12:00
1132,Statistics,1,0,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Probability and Distribution Theory II,STA 123 2.0,STA,STA 123 2.0 Probability and Distribution Theory II,1,NFC4,Lecture,1,0,1,Prof. B.M.S.G. Banneheka,10:15-12:00
1135,Statistics,1,0,0,0,Monday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Data Analysis I,STA 124 2.0,STA,STA 124 2.0 Data Analysis I,1,Stat Lab,Lecture,1,0,1,Dr. K.M.P. Perera,15:00-17:00
1138,Statistics,1,0,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Data Analysis I,STA 124 2.0,STA,STA 124 2.0 Data Analysis I,1,LCS1,Lecture,1,0,1,Dr. K.M.P. Perera,13:00-15:00
1141,Statistics,1,0,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Data Analysis I,STA 124 2.0,STA,STA 124 2.0 Data Analysis I,1,Stat Lab,Lecture,1,0,1,Dr. K.M.P. Perera,08:00-09:45
1144,Statistics,1,0,0,0,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Statistical Communication,STA 125 1.0,STA,STA 125 1.0  Statistical Communication,1,NFC4,Lecture,1,0,1,Dr. H.A. Pathberiya,08:00-09:45
1147,Statistics,1,0,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Regression Analysis,STA 224 2.0,STA,STA 224 2.0 Regression Analysis,2,NFC4,Lecture,1,0,1,Dr. N. Withanage,08:00-09:45
1150,Statistics,1,0,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,1,Data Analysis II,STA 226 1.0,STA,STA 226 1.0 Data Analysis II,2,LCS1,Lecture,1,0,1,Mrs. K.A.D.B.S. Karunasena,15:00-17:00
1153,Statistics,1,0,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Data Analysis II,STA 226 1.0,STA,STA 226 1.0 Data Analysis II,2,LCS1,Lecture,1,0,1,Mrs. K.A.D.B.S. Karunasena,08:00-09:45
1156,Statistics,1,0,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Design and Analysis of Experiments,STA 225 2.0,STA,STA 225 2.0 Design and Analysis of Experiments,2,NFC4,Lecture,1,0,1,Dr. P. Liyanaarachchi,10:15-12:00
1159,Statistics,1,0,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Data analysis and Preparation of Results,STA 330 2.0,STA,STA 330 2.0 Data analysis and Preparation of Results,3,LCS1,Lecture,1,1,1,Dr. C. Wickramarachchi,08:00-09:45
1162,Statistics,1,0,0,0,Monday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,2,Data analysis and Preparation of Results,STA 330 2.0,STA,STA 330 2.0 Data analysis and Preparation of Results,3,LCS1,Lecture,1,1,1,Dr. C. Wickramarachchi,16:00-17:45
1165,Statistics,1,0,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Actuarial Statistics,STA 323 2.0,STA,STA 323 2.0 Actuarial Statistics,3,Stat Lab,Lecture,0,1,1,Dr. N. Devpura,10:15-12:00
1168,Statistics,1,0,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Statistical Data Mining,STA 476 2.0,STA,STA 476 2.0 Statistical Data Mining,3,Stat Lab,Lecture,0,1,1,Dr. C. Wickramarachchi,13:00-15:00
1171,Statistics,1,0,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Compilation of Official Statistics,STA 332 2.0,STA,STA 332 2.0  Compilation of Official Statistics,3,Online,Lecture,1,1,1,Dr. P. Hapuarachchi,10:15-12:00
1174,Statistics,1,0,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Stochastic Processes,STA 331 2.0,STA,STA 331 2.0 Stochastic Processes,3,Stat Lab,Lecture,0,1,1,Dr. T. Talagala,13:00-15:00
1177,Statistics,1,0,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Decision Theory,STA 313 1.0,STA,STA 313 1.0 Decision Theory,3,NFC4,Lecture,1,0,1,Dr. R. Lokupitiya,08:00-09:45
1180,Statistics,1,0,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Multivariate Statistics II,STA 327 2.0,STA,STA 327 2.0 Multivariate Statistics II,3,Stat Lab,Lecture,0,1,1,Dr. R. Lokupitiya,10:15-12:00
1183,Statistics,1,0,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Generalized Linear and Non Linear Models,STA 471 2.0,STA,STA 471 2.0 Generalized Linear and Non Linear Models,3,Stat Lab,Lecture,0,1,1,Dr. N. Withanage,13:00-15:00
1186,Statistics,1,0,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Advanced Statistical Inference,STA 329 2.0,STA,STA 329 2.0 Advanced Statistical Inference,3,Stat Lab2,Lecture,0,1,1,Prof. B.M.S.G. Banneheka,08:00-09:45
1189,Statistics,1,0,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Statistical Quality Assurance,STA 321 2.0,STA,STA 321 2.0 Statistical Quality Assurance,3,Stat Lab2,Lecture,1,1,1,Dr. R. Silva,10:15-12:00
1192,Statistics,1,0,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Medical Statistics,STA 322 2.0,STA,STA 322 2.0 Medical Statistics,3,NFC4,Lecture,1,1,1,Dr. C. Jayasinghe,13:00-15:00
1195,Statistics,1,0,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Essential Skills in Statistics,STA 315 2.0,STA,STA 315 2.0 Essential Skills in Statistics,3,NFC4,Lecture,1,1,1,Mr. P. Dias,10:15-12:00
1198,Statistics,1,0,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Bayesian Inference,STA 472 2.0,STA,STA 472 2.0 Bayesian Inference,4,Stat Lab,Lecture,0,1,1,Dr. R. Silva,10:15-12:00
1201,Statistics,1,0,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Survival Analysis,STA 486 2.0,STA,STA 486 2.0 Survival Analysis,4,Stat Lab,Lecture,0,1,1,Dr. C. Jayasinghe,10:15-12:00
1204,Statistics,1,0,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Spatial Statistics,STA 477 2.0,STA,STA 477 2.0 Spatial Statistics,4,Stat Lab,Lecture,0,1,1,Dr. R. Lokupitiya,08:00-09:45
1207,Statistics,1,0,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Econometric Models,STA 475 2.0,STA,STA 475 2.0 Econometric Models,4,Stat Lab2,Lecture,0,1,1,Dr. N. Devpura,10:15-12:00
1210,Statistics,1,0,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Statistical Consultancy,STA 474 2.0,STA,STA 474 2.0 Statistical Consultancy,4,Stat Lab,Lecture,0,1,1,Dr. T. Talagala,13:00-15:00
1213,Statistics,1,0,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Advanced Time Series Analysis,STA 478 2.0,STA,STA 478 2.0 Advanced Time Series Analysis,4,Stat Lab,Lecture,0,1,1,Dr. H.A. Pathberiya,10:15-12:00
1216,Statistics,1,0,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Seminar,STA 481 2.0,STA,STA 481 2.0 Seminar,4,Stat Lab2,Lecture,0,1,1,Dr. R. Silva,13:00-15:00
1219,Statistics,1,1,0,0,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,2,Introductory Statistics,STA 349 2.0,STA,STA 349 2.0  Introductory Statistics,3,NFC4,Lecture,1,1,1,Dr. C. Wickramarachchi,16:00-17:45
1222,Zoology,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,NA,Practicals,ZOO P,ZOO,ZOO P Practicals,1,P,Practicals,1,0,1,NA,08:00-12:00
1225,Zoology,0,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,ZOO P,ZOO,ZOO P Practicals,1,P,Practicals,1,0,1,NA,13:00-16:00
1228,Zoology,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Ecology,ZOO 121 1.0,ZOO,ZOO 121 1.0 Ecology,1,A1,Lecture,1,0,1,Prof. R. R. M. K. P. Ranatunga,13:00-14:00
1231,Zoology,0,1,0,0,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,1,Insect Biology,ZOO 130 1.0,ZOO,ZOO 130 1.0 Insect Biology,1,A1,Lecture,1,0,1,Dr. A. G. W. U. Perera,14:00-15:00
1234,Zoology,0,1,0,0,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Comparative Functional Anatomy,ZOO 124 1.0,ZOO,ZOO 124 1.0 Comparative Functional Anatomy,1,A1,Lecture,1,0,1,Dr. K. N. M. Wijayathilaka,11:10-12:00
1237,Zoology,0,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Fundamentals of Environmental Science,ZOO 129 1.0,ZOO,ZOO 129 1.0 Fundamentals of Environmental Science,1,A1,Lecture,1,0,1,Snr. Prof. M. M. Pathmalal,10:15-11:05
1240,Zoology,0,1,0,0,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,NA,Tutorial,ZOO T,ZOO,ZOO T Tutorial,1,T,Tutorial,1,0,1,NA,08:00-08:50
1243,Zoology,0,1,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,NA,Practicals,ZOO P,ZOO,ZOO P Practicals,2,P,Practicals,1,0,1,NA,10:15-12:00
1246,Zoology,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,ZOO P,ZOO,ZOO P Practicals,2,P,Practicals,1,0,1,NA,13:00-16:00
1249,Zoology,0,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Biodiversity & Conservation,ZOO 224 1.0,ZOO,ZOO 224 1.0 Biodiversity & Conservation,2,A1,Lecture,1,0,1,Prof. W. A. D. Mahaulpatha / Dr. E. G. D. P. Jayasekara,08:00-08:50
1252,Zoology,0,1,0,0,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Developmental Zoology,ZOO 228 1.0,ZOO,ZOO 228 1.0 Developmental Zoology,2,A1,Lecture,1,0,1,Prof. L. D. C. Peiris,08:55-09:45
1255,Zoology,0,1,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Genetics and Molecular Biology,ZOO 231 2.0,ZOO,ZOO 231 2.0 Genetics and Molecular Biology,2,A1,Lecture,1,0,1,Dr. H. S. D. Fernando,10:15-12:00
1258,Zoology,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Integrated Watershed Management,ZOO 347 1.0,ZOO,ZOO 347 1.0 Integrated Watershed Management,3,A1,Lecture,1,1,1,Dr. S. A. M. A. I. K. Senanayake,08:00-08:50
1261,Zoology,0,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Environmental Physiology,ZOO 332 1.0,ZOO,ZOO 332 1.0 Environmental Physiology,3,A1,Lecture,1,1,1,Dr. F. S. Idroos,08:55-09:45
1264,Zoology,0,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Wildlife Management,ZOO 345 1.0,ZOO,ZOO 345 1.0 Wildlife Management,3,A1,Lecture,1,1,1,Prof. W. A. D. Mahaulpatha,10:15-11:05
1267,Zoology,0,1,0,0,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Fundamentals of Microbial Ecology,ZOO 344 1.0,ZOO,ZOO 344 1.0 Fundamentals of Microbial Ecology,3,A1,Lecture,1,1,1,Snr. Prof. M. M. Pathmalal,11:10-12:00
1270,Zoology,0,1,0,0,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,1,Fundamentals of Immunology,ZOO 343 1.0,ZOO,ZOO 343 1.0 Fundamentals of Immunology,3,A1,Lecture,1,1,1,Dr. K. V. K. Gunathilake,15:00-16:00
1273,Zoology,0,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Toxicology of Insecticides,ZOO 346 1.0,ZOO,ZOO 346 1.0 Toxicology of Insecticides,3,A1,Lecture,1,1,1,Dr. A. G. W. U. Perera,08:55-09:45
1276,Zoology,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Nutrition,ZOO 327 2.0,ZOO,ZOO 327 2.0 Nutrition,3,NFC3,Lecture,1,1,1,Dr. K. V. K. Gunathilake,13:00-15:00
1279,Zoology,0,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,ZOO P,ZOO,ZOO P Practicals,3,P,Practicals,1,1,1,NA,08:55-12:00
1282,Zoology,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,ZOO P,ZOO,ZOO P Practicals,3,P,Practicals,1,1,1,NA,13:00-16:00
