Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Sports Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Professional Skills Development II,SSM 216 0.0,SSM,SSM 216 0.0 Professional Skills Development II,2,O,Lecture,Ms. L.Y.K. Mendis,13:00-15:00,Special,Sports Science
Sports Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,O,Lecture,Mr. D.S.L. Perera,08:00-12:00,Special,Sports Science
Sports Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,NFC6,Lecture,Mr. D.S.L. Perera,13:00-14:00,Special,Sports Science
Sports Science,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Tutorial,SSM T,SSM,SSM T Tutorial,3,T,Tutorial,NA,14:00-15:00,Special,Sports Science
Sports Science,Friday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,FMSA of Ball Games Football,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Football,1,O,Lecture,Mrs. Sandakan Tharaka,08:00-11:05,Special,Sports Science
Sports Science,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,FMSA of Ball Games Netball,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Netball,1,O,Lecture,Mrs. Sandakan Tharaka,13:00-15:00,Special,Sports Science
Sports Science,Friday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,Mixed Martial ArtsBoxing,SSM 294 2.0,SSM,SSM 294 2.0 Mixed Martial ArtsBoxing,2,O,Lecture,Mr. Gihan Maduwantha / Mr. Chameera Ginige,08:00-11:05,Special,Sports Science
Sports Science,Friday,1970-01-01T14:00:00Z,1970-01-01T17:00:00Z,FMSA of Coordination Sports Baseball,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Baseball,2,O,Lecture,Mr. Vihanga De Silva / Mr. L.H.M.P. De Silva,14:00-17:00,Special,Sports Science
Sports Science,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,O,Lecture,Mr. D.S.L. Perera,08:00-09:45,Special,Sports Science
Sports Science,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Sport Ent. and Business Dev.,SSM 365 2.0,SSM,SSM 365 2.0 Sport Ent. and Business Dev.,3,NFC6,Lecture,Mr. A.L.K.R. Fernando,10:15-12:00,Special,Sports Science
Sports Science,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,B2,Lecture,Mr. D.S.L. Perera,13:00-15:00,Special,Sports Science
Sports Science,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Sp. Event Management,SSM 463 2.0,SSM,SSM 463 2.0 Sp. Event Management,4,NFC6,Lecture,Mr. A.L.K.R. Fernando / Ms. M.H. Kumaragamage,08:00-09:45,Special,Sports Science
Sports Science,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Dietetics,SSM 403 2.0,SSM,SSM 403 2.0 Dietetics,4,NFC6,Lecture,Dr. S. Weerasinghe,10:15-12:00,Special,Sports Science
Sports Science,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Coaching Ed.,SSM 481 2.0,SSM,SSM 481 2.0 Coaching Ed.,4,NFC6,Lecture,Mrs. A.M.G.C.P. Adikari,13:00-14:00,Special,Sports Science
Sports Science,Saturday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,FMSA of Ball Games Volleyball,SSM 190 3.0,SSM,SSM 190 3.0  FMSA of Ball Games Volleyball,1,O,Lecture,Mr. Udayantha Shaminda / Mr. L.H.M.P. De Silva,08:00-12:00,Special,Sports Science
Sports Science,Saturday,1970-01-01T13:00:00Z,1970-01-01T17:00:00Z,Introduction to IT,SSM 110 1.0,SSM,SSM 110 1.0  Introduction to IT,1,O,Lecture,Mr. P.H.A.B. Shantha / Mr. Chameera Ginige,13:00-17:00,Special,Sports Science
Genetics and Molecular Biology Unit,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Techniques in Molecular Biology and Genetic Engineering,GMB 105 2.0,GMB,GMB 105 2.0 Techniques in Molecular Biology and Genetic Engineering,1,B3,Lecture,Dr. Kasun Thambugala / Dr. Dilakshini Dayananda,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Fundamentals of Molecular genetics,GMB 103 2.0,GMB,GMB 103 2.0 Fundamentals of Molecular genetics,1,B3,Lecture,Dr. Hiruni Harischandra,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,GMB P,GMB,GMB P Practicals,1,P,Practicals,NA,13:00-16:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Genomics and Proteomics,GMB 203 1.0,GMB,GMB 203 1.0 Genomics and Proteomics,2,F2,Lecture,Dr. Samawansha Thennakoon,10:15-11:05,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Gene Expression and Regulation,GMB 205 1.0,GMB,GMB 205 1.0 Gene Expression and Regulation,2,F2,Lecture,Dr. Pamoda Jayathunga,11:10-12:00,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Microbes and Microbial Genetics,GMB 204 2.0,GMB,GMB 204 2.0 Microbes and Microbial Genetics,2,B3,Lecture,Dr. Kasun Thambugala,08:00-09:45,General,Biology
Genetics and Molecular Biology Unit,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,GMB P,GMB,GMB P Practicals,2,P,Practicals,NA,08:55-12:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Immunology,GMB 302 2.0,GMB,GMB 302 2.0 Immunology,3,NA,Lecture,Dr. Varuni Gunathilake,08:00-08:50,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Human Genetics and Counseling,GMB 318 1.0,GMB,GMB 318 1.0 Human Genetics and Counseling,3,A1,Lecture,Dr. Gayani Galhena,08:55-12:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Advanced  Laboratory  Techniques,GMB 337 1.0,GMB,GMB 337 1.0 Advanced  Laboratory  Techniques,3,C2,Lecture,Dr. Pamoda Jayathunga,13:00-15:00,Special,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,GMB P,GMB,GMB P Practicals,3,P,Practicals,NA,08:55-12:00,General,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,GMB P,GMB,GMB P Practicals,3,P,Practicals,NA,08:55-12:00,Special,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Research Methodology,GMB 320 2.0,GMB,GMB 320 2.0 Research Methodology,3,B3,Lecture,Prof. Upul Subasinghe,15:00-17:00,Special,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Molecular Modeling and Computer Biochemistry,GMB 321 1.0,GMB,GMB 321 1.0 Molecular Modeling and Computer Biochemistry,3,A1,Lecture,Dr. Ranga Jayakody,08:00-09:45,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Protein Engineering,GMB 323 2.0,GMB,GMB 323 2.0 Protein Engineering,3,B3,Lecture,Dr. Pamoda Jayathunga,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Epigenetics,GMB 342 1.0,GMB,GMB 342 1.0 Epigenetics,3,NA,Lecture,Dr. Chanika Jayasinghe,08:00-09:45,Special,Biology
Genetics and Molecular Biology Unit,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,RNA Biology,GMB 322 2.0,GMB,GMB 322 2.0 RNA Biology,3,F2,Lecture,Dr. Dilantha Gunawardena / Dr. Dilakshini Dayananda,13:00-14:00,General,Biology
Genetics and Molecular Biology Unit,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Molecular Entomology,GMB 326 2.0,GMB,GMB 326 2.0 Molecular Entomology,3,B3,Lecture,Prof. Nissanka de Silva,13:00-15:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Molecular Immunology,GMB 404 2.0,GMB,GMB 404 2.0  Molecular Immunology,4,NA,Lecture,Dr. Varuni Gunathilake,08:00-08:50,Special,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Molecular Evolution,GMB 416 2.0,GMB,GMB 416 2.0 Molecular Evolution,4,B3,Lecture,Dr. Sachini Fernando,13:00-16:00,Special,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Systems Biology,GMB 417 2.0,GMB,GMB 417 2.0 Systems Biology,4,A1,Lecture,Dr. Samawansha Thennakoon,10:15-12:00,Special,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Neurobiology,GMB 408 2.0,GMB,GMB 408 2.0 Neurobiology,4,B2,Lecture,Mr. WHMDNB Wijekoon / Mr. Buddika Lakmal Gonawala,13:00-15:00,Special,Biology
Genetics and Molecular Biology Unit,Saturday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,Molecular Basis of Diseases,GMB 414 2.0,GMB,GMB 414 2.0  Molecular Basis of Diseases,4,B3,Lecture,Prof. Dinithi Peiris,08:55-11:05,Special,Biology
Computer Science,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Software Engineering II,ICT 131 2.0,ICT,ICT 131 2.0 Software Engineering II,1,NFC6,Lecture,Ms. MKA Ariyaratne,10:15-12:00,General,Physical
Computer Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Computer Programming - Laboratory II,ICT 130 1.0,ICT,ICT 130 1.0 Computer Programming - Laboratory II,1,BLC,Lecture,Dr. S Tissera / Ms. FS Sourjah,08:00-09:45,General,Physical
Computer Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Practicals,ICT P,ICT,ICT P   Practicals,1,P,Practicals,NA,10:15-12:00,General,Physical
Computer Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorial,ICT T,ICT,ICT T Tutorial,1,T,Tutorial,NA,13:00-15:00,General,Physical
Computer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Object Oriented Programming,ICT 129 2.0,ICT,ICT 129 2.0 Object Oriented Programming,1,NFC3,Lecture,Dr. S Tissera,13:00-15:00,General,Physical
Computer Science,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Practicals,ICT P,ICT,ICT P   Practicals,2,P,Practicals,NA,14:00-16:00,General,Physical
Computer Science,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Visual Computing,ICT 231 1.5,ICT,ICT 231 1.5  Visual Computing,2,NFC4,Lecture,Mr. AMRR Bandara,15:00-17:00,General,Physical
Computer Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Computer Networks and System Administration,ICT 230 1.5,ICT,ICT 230 1.5  Computer Networks and System Administration,2,PLT,Lecture,Mr. AMRR Bandara,08:00-09:45,General,Physical
Computer Science,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,User Interface Design and Implementation,ICT 229 2.0,ICT,ICT 229 2.0 User Interface Design and Implementation,2,NFC3,Lecture,Dr. PRS De Silva,10:15-12:00,General,Physical
Computer Science,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Software Architecture and Design,ICT 330 2.0,ICT,ICT 330 2.0 Software Architecture and Design,3,NFC3,Lecture,Dr. EATA Edirisuriya,14:00-16:00,General,Physical
Computer Science,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Data Mining and Data Warehousing,ICT 333 1.5,ICT,ICT 333 1.5 Data Mining and Data Warehousing,3,NFC3,Lecture,Dr. TMKK Jinasena,10:15-12:00,General,Physical
Computer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Software Quality Assurance,ICT 331 1.5,ICT,ICT 331 1.5 Software Quality Assurance,3,NFC3,Lecture,Ms. FS Sourjah,10:15-12:00,General,Physical
Computer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Human Computer Interaction,ICT 332 1.5,ICT,ICT 332 1.5 Human Computer Interaction,3,LCS2,Lecture,Dr. PRS De Silva,13:00-15:00,General,Physical
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Principles of Macro Economics,MAN 126 2.0,MAN,MAN 126 2.0 Principles of Macro Economics,1,C1,Lecture,Dr. Kamal Gnanaweera,10:15-12:00,General,Physical/Biology
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Introduction to Entrepreneurship,MAN 129 2.0,MAN,MAN 129 2.0 Introduction to Entrepreneurship,1,PLT,Lecture,Dr. Kamal Gnanaweera,13:00-15:00,General,Physical/Biology
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Introduction to Statistics,MAN 128 1.0,MAN,MAN 128 1.0 Introduction to Statistics,1,PLT,Lecture,Mr. Chammika De Mel,08:00-08:50,General,Physical/Biology
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Organizational Behaviour,MAN 226 2.0,MAN,MAN 226 2.0 Organizational Behaviour,2,PLT,Lecture,Dr. Anuradha Iddagoda,10:15-12:00,General,Physical/Biology
Mathematics,Monday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,Business Law,MAN 228 1.0,MAN,MAN 228 1.0 Business Law,2,NFC3,Lecture,VL,16:00-17:45,General,Physical/Biology
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Statistical Quality Control and Industrial Statistics,MAN 227 2.0,MAN,MAN 227 2.0 Statistical Quality Control and Industrial Statistics,2,A1,Lecture,Dr. Anoma Edirimanna,10:15-12:00,General,Physical/Biology
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Micro Computers and their Applications,MAN 327 2.0,MAN,MAN 327 2.0 Micro Computers and their Applications,3,C1,Lecture,Dr. Mahesh Fernando,10:15-12:00,General,Physical/Biology
Mathematics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Strategic Management,MAN 329 1.0,MAN,MAN 329 1.0 Strategic Management,3,PLT,Lecture,Dr. Anuradha Iddagoda,13:00-14:00,General,Physical/Biology
Mathematics,Wednesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Production Control,MAN 326 1.0,MAN,MAN 326 1.0 Production Control,3,PLT,Lecture,Ms. Chathurika Jayasuriya,15:00-16:00,General,Physical/Biology
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Research Methodology,MAN 328 2.0,MAN,MAN 328 2.0 Research Methodology,3,C1,Lecture,Dr. Kamal Gnanaweera,10:15-12:00,General,Physical/Biology
Statistics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Probability and Distribution Theory II,STA 123 2.0,STA,STA 123 2.0 Probability and Distribution Theory II,1,NFC4,Lecture,Prof. B.M.S.G. Banneheka,10:15-12:00,General,Physical
Statistics,Monday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Data Analysis I,STA 124 2.0,STA,STA 124 2.0 Data Analysis I,1,Stat Lab,Lecture,Dr. K.M.P. Perera,15:00-17:00,General,Physical
Statistics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Data Analysis I,STA 124 2.0,STA,STA 124 2.0 Data Analysis I,1,LCS1,Lecture,Dr. K.M.P. Perera,13:00-15:00,General,Physical
Statistics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Data Analysis I,STA 124 2.0,STA,STA 124 2.0 Data Analysis I,1,Stat Lab,Lecture,Dr. K.M.P. Perera,08:00-09:45,General,Physical
Statistics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Statistical Communication,STA 125 1.0,STA,STA 125 1.0  Statistical Communication,1,NFC4,Lecture,Dr. H.A. Pathberiya,08:00-09:45,General,Physical
Statistics,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Regression Analysis,STA 224 2.0,STA,STA 224 2.0 Regression Analysis,2,NFC4,Lecture,Dr. N. Withanage,08:00-09:45,General,Physical
Statistics,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Data Analysis II,STA 226 1.0,STA,STA 226 1.0 Data Analysis II,2,LCS1,Lecture,Mrs. K.A.D.B.S. Karunasena,15:00-17:00,General,Physical
Statistics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Data Analysis II,STA 226 1.0,STA,STA 226 1.0 Data Analysis II,2,LCS1,Lecture,Mrs. K.A.D.B.S. Karunasena,08:00-09:45,General,Physical
Statistics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Design and Analysis of Experiments,STA 225 2.0,STA,STA 225 2.0 Design and Analysis of Experiments,2,NFC4,Lecture,Dr. P. Liyanaarachchi,10:15-12:00,General,Physical
Statistics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Data analysis and Preparation of Results,STA 330 2.0,STA,STA 330 2.0 Data analysis and Preparation of Results,3,LCS1,Lecture,Dr. C. Wickramarachchi,08:00-09:45,General,Physical
Statistics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Data analysis and Preparation of Results,STA 330 2.0,STA,STA 330 2.0 Data analysis and Preparation of Results,3,LCS1,Lecture,Dr. C. Wickramarachchi,08:00-09:45,Special,Physical
Statistics,Monday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,Data analysis and Preparation of Results,STA 330 2.0,STA,STA 330 2.0 Data analysis and Preparation of Results,3,LCS1,Lecture,Dr. C. Wickramarachchi,16:00-17:45,General,Physical
Statistics,Monday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,Data analysis and Preparation of Results,STA 330 2.0,STA,STA 330 2.0 Data analysis and Preparation of Results,3,LCS1,Lecture,Dr. C. Wickramarachchi,16:00-17:45,Special,Physical
Statistics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Actuarial Statistics,STA 323 2.0,STA,STA 323 2.0 Actuarial Statistics,3,Stat Lab,Lecture,Dr. N. Devpura,10:15-12:00,Special,Physical
Statistics,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Statistical Data Mining,STA 476 2.0,STA,STA 476 2.0 Statistical Data Mining,3,Stat Lab,Lecture,Dr. C. Wickramarachchi,13:00-15:00,Special,Physical
Statistics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Compilation of Official Statistics,STA 332 2.0,STA,STA 332 2.0  Compilation of Official Statistics,3,Online,Lecture,Dr. P. Hapuarachchi,10:15-12:00,General,Physical
Statistics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Compilation of Official Statistics,STA 332 2.0,STA,STA 332 2.0  Compilation of Official Statistics,3,Online,Lecture,Dr. P. Hapuarachchi,10:15-12:00,Special,Physical
Statistics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Stochastic Processes,STA 331 2.0,STA,STA 331 2.0 Stochastic Processes,3,Stat Lab,Lecture,Dr. T. Talagala,13:00-15:00,Special,Physical
Statistics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Decision Theory,STA 313 1.0,STA,STA 313 1.0 Decision Theory,3,NFC4,Lecture,Dr. R. Lokupitiya,08:00-09:45,General,Physical
Statistics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Multivariate Statistics II,STA 327 2.0,STA,STA 327 2.0 Multivariate Statistics II,3,Stat Lab,Lecture,Dr. R. Lokupitiya,10:15-12:00,Special,Physical
Statistics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Generalized Linear and Non Linear Models,STA 471 2.0,STA,STA 471 2.0 Generalized Linear and Non Linear Models,3,Stat Lab,Lecture,Dr. N. Withanage,13:00-15:00,Special,Physical
Statistics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Advanced Statistical Inference,STA 329 2.0,STA,STA 329 2.0 Advanced Statistical Inference,3,Stat Lab2,Lecture,Prof. B.M.S.G. Banneheka,08:00-09:45,Special,Physical
Statistics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Statistical Quality Assurance,STA 321 2.0,STA,STA 321 2.0 Statistical Quality Assurance,3,Stat Lab2,Lecture,Dr. R. Silva,10:15-12:00,General,Physical
Statistics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Statistical Quality Assurance,STA 321 2.0,STA,STA 321 2.0 Statistical Quality Assurance,3,Stat Lab2,Lecture,Dr. R. Silva,10:15-12:00,Special,Physical
Statistics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Medical Statistics,STA 322 2.0,STA,STA 322 2.0 Medical Statistics,3,NFC4,Lecture,Dr. C. Jayasinghe,13:00-15:00,General,Physical
Statistics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Medical Statistics,STA 322 2.0,STA,STA 322 2.0 Medical Statistics,3,NFC4,Lecture,Dr. C. Jayasinghe,13:00-15:00,Special,Physical
Statistics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Essential Skills in Statistics,STA 315 2.0,STA,STA 315 2.0 Essential Skills in Statistics,3,NFC4,Lecture,Mr. P. Dias,10:15-12:00,General,Physical
Statistics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Essential Skills in Statistics,STA 315 2.0,STA,STA 315 2.0 Essential Skills in Statistics,3,NFC4,Lecture,Mr. P. Dias,10:15-12:00,Special,Physical
Statistics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Bayesian Inference,STA 472 2.0,STA,STA 472 2.0 Bayesian Inference,4,Stat Lab,Lecture,Dr. R. Silva,10:15-12:00,Special,Physical
Statistics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Survival Analysis,STA 486 2.0,STA,STA 486 2.0 Survival Analysis,4,Stat Lab,Lecture,Dr. C. Jayasinghe,10:15-12:00,Special,Physical
Statistics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Spatial Statistics,STA 477 2.0,STA,STA 477 2.0 Spatial Statistics,4,Stat Lab,Lecture,Dr. R. Lokupitiya,08:00-09:45,Special,Physical
Statistics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Econometric Models,STA 475 2.0,STA,STA 475 2.0 Econometric Models,4,Stat Lab2,Lecture,Dr. N. Devpura,10:15-12:00,Special,Physical
Statistics,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Statistical Consultancy,STA 474 2.0,STA,STA 474 2.0 Statistical Consultancy,4,Stat Lab,Lecture,Dr. T. Talagala,13:00-15:00,Special,Physical
Statistics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Advanced Time Series Analysis,STA 478 2.0,STA,STA 478 2.0 Advanced Time Series Analysis,4,Stat Lab,Lecture,Dr. H.A. Pathberiya,10:15-12:00,Special,Physical
Statistics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Seminar,STA 481 2.0,STA,STA 481 2.0 Seminar,4,Stat Lab2,Lecture,Dr. R. Silva,13:00-15:00,Special,Physical
Statistics,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,Introductory Statistics,STA 349 2.0,STA,STA 349 2.0  Introductory Statistics,3,NFC4,Lecture,Dr. C. Wickramarachchi,16:00-17:45,General,Physical/Biology
Statistics,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,Introductory Statistics,STA 349 2.0,STA,STA 349 2.0  Introductory Statistics,3,NFC4,Lecture,Dr. C. Wickramarachchi,16:00-17:45,Special,Physical/Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,1,P,Practicals,NA,08:00-12:00,General,Biology
Zoology,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,1,P,Practicals,NA,13:00-16:00,General,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Ecology,ZOO 121 1.0,ZOO,ZOO 121 1.0 Ecology,1,A1,Lecture,Prof. R. R. M. K. P. Ranatunga,13:00-14:00,General,Biology
Zoology,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Insect Biology,ZOO 130 1.0,ZOO,ZOO 130 1.0 Insect Biology,1,A1,Lecture,Dr. A. G. W. U. Perera,14:00-15:00,General,Biology
Zoology,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Comparative Functional Anatomy,ZOO 124 1.0,ZOO,ZOO 124 1.0 Comparative Functional Anatomy,1,A1,Lecture,Dr. K. N. M. Wijayathilaka,11:10-12:00,General,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Fundamentals of Environmental Science,ZOO 129 1.0,ZOO,ZOO 129 1.0 Fundamentals of Environmental Science,1,A1,Lecture,Snr. Prof. M. M. Pathmalal,10:15-11:05,General,Biology
Zoology,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Tutorial,ZOO T,ZOO,ZOO T Tutorial,1,T,Tutorial,NA,08:00-08:50,General,Biology
Zoology,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,2,P,Practicals,NA,10:15-12:00,General,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,2,P,Practicals,NA,13:00-16:00,General,Biology
Zoology,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Biodiversity & Conservation,ZOO 224 1.0,ZOO,ZOO 224 1.0 Biodiversity & Conservation,2,A1,Lecture,Prof. W. A. D. Mahaulpatha / Dr. E. G. D. P. Jayasekara,08:00-08:50,General,Biology
Zoology,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Developmental Zoology,ZOO 228 1.0,ZOO,ZOO 228 1.0 Developmental Zoology,2,A1,Lecture,Prof. L. D. C. Peiris,08:55-09:45,General,Biology
